Hotel,link,review
Hotel Declic,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"Booked this for me and my boyfriends anniversary, the room was very small so I can’t imagine what the standard room is like (we paid for the upgraded room) since it’s quite small we didn’t have much room for our suitcases etc, rooms looked much bigger online, but the bed was very comfy and bathroom was nice enough, although some things were dirty such as the fridge and side table as displayed in the photos. We spilt a slight bit of wine on the bed sheet the first night so hoped the cleaners would change the sheets, we came back to the room later that night to find the bed had been made to look like it had been changed, but it had the same red wine stains as when we left, the cleaners simply ignored the stain, which wasn’t hard to miss. I think the least I expect from a hotel is"
Hotel Declic,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,Enjoyed our 2 night stay at this hotel. Had a boutique room which was stylish and clean i was impressed. Hotel is Near the metro and cafes and shops. Many thanks to all the staff especially Maelle. Would definitely recommend this hotel.
Hotel Declic,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"I had an amazing time at declic hotel. The staff were very friendly and kind. They were there to assist at anytime. The room was everything that I imagined, the extra touches requested were also done very well. The whole team were extremely welcoming, especially Andrea and Dalila. I would definitely recommend this hotel and come here to stay again."
Hotel Declic,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,Stayed here in Feb and did not disappoint. Paris is amazing and the location of this hotel is superb. Montremarte is the best area of Paris. Just ask a Parisian. The hotel was clean very welcoming from start to finish. We had room 101 bed was comfortable there was a dressing table somewhere to hang and store clothes. Shower was superb and clean towels every day. I needed an iron again not too much trouble at all. We even had our own balcony. The local area has some of the best breakfast cafe around get out and explore you will not be disappointed. Totally in love with Paris and Montremarte especially. We will return and also to this hotel. From someone who stays in hotels every week with work trust me this hotel is great. Bad reviews don’t listen to them. I read one about French
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or{}-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"We stayed in the space-themed room. It was terrific! We loved every minute. The rest of the hotel is nice, staff were consistenty helpful, and while the 18th arr is not central to ""tourist"" Paris, the area is full of great cafes, restaurants, and shops. The Eiffel Tower etc is a short metro ride away.  This hotel is a quick taxi ride (or even walk, if you are traveling light) from Gare du Nord."
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or{}-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"Booked this for me and my boyfriends anniversary, the room was very small so I can’t imagine what the standard room is like (we paid for the upgraded room) since it’s quite small we didn’t have much room for our suitcases etc, rooms looked much bigger online, but the bed was very comfy and bathroom was nice enough, although some things were dirty such as the fridge and side table as displayed in the photos. We spilt a slight bit of wine on the bed sheet the first night so hoped the cleaners would change the sheets, we came back to the room later that night to find the bed had been made to look like it had been changed, but it had the same red wine stains as when we left, the cleaners simply ignored the stain, which wasn’t hard to miss. I think the least I expect from a hotel is"
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or{}-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,Enjoyed our 2 night stay at this hotel. Had a boutique room which was stylish and clean i was impressed. Hotel is Near the metro and cafes and shops. Many thanks to all the staff especially Maelle. Would definitely recommend this hotel.
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or{}-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"I had an amazing time at declic hotel. The staff were very friendly and kind. They were there to assist at anytime. The room was everything that I imagined, the extra touches requested were also done very well. The whole team were extremely welcoming, especially Andrea and Dalila. I would definitely recommend this hotel and come here to stay again."
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or{}-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,Stayed here in Feb and did not disappoint. Paris is amazing and the location of this hotel is superb. Montremarte is the best area of Paris. Just ask a Parisian. The hotel was clean very welcoming from start to finish. We had room 101 bed was comfortable there was a dressing table somewhere to hang and store clothes. Shower was superb and clean towels every day. I needed an iron again not too much trouble at all. We even had our own balcony. The local area has some of the best breakfast cafe around get out and explore you will not be disappointed. Totally in love with Paris and Montremarte especially. We will return and also to this hotel. From someone who stays in hotels every week with work trust me this hotel is great. Bad reviews don’t listen to them. I read one about French
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or5-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,Do not listen to the bad reviews. We were worried when booking however have had great communication from hotel since booking. From the minute your walk in wow! Our special anniversary request was fulfilled. We have a star gazer room it’s beautiful. So many mod cons inside from different lights sparkly ceiling and floor lighting. The bathroom shower has two different type of shower standard shower and rain shower. Heated towel rail to your required temp. Whole host of products shampoos etc! The rooms are very futuristic. Open your window and your hear church bells. Receptionist explains everything in English very well spoken. You feel cared for here. I will be returning with my children.
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or5-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"We came here for our first time in Paris. We took the shuttle from C.D.G airport which said 1hr 30mins but only took 1hr. The staff at the hotel are very friendly throughout our stay, and on the day you leave, you can leave luggage with them while you finish exploring. Breakfast - tasty as long as you are happy just having continental, my partner would have preferred bacon and eggs but that was the only downside. City centre is very easy access from here. There's a train station 5mins walk away max that takes around 20mins. We walked the first day but it's so inexpensive to get the train it's worth saving your feet. We also went to Disney land that only cost £32 both ways for 2 people and again wasn't a very long journey. Overall would recommend using this quirky hotel for your"
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or5-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"This is the worst hotel I have ever stayed in. I have never written a hotel review but this one is a must. So I booked this hotel for my husband's birthday and we stayed one night on the 29-30 of January. when we arrived the hotel has a horrible smell(think of sewage), the guy at the help desk explained where our room was located (upstairs with a tiny tiny corridor). Our room was flirty, very dusty and the tv remote was broken, held together with a cello tape. I went down to complain of how dirty and filthy the room was, the guy at the help desk offered us another room which was also dirty and very dark. I explained to him that it's my husband's birthday and I will like a cleaner and better room. he went on to explain that I can pay extra to get a decent room which I did. I paid"
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or5-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"We stayed for 3 nights in the stargazer room. If you are thinking about booking this hotel and you want something a bit different I can’t recommend it enough!   The room is beautiful and so unique. It felt magical to lay in bed with the stars on the ceiling sparkling above us! There are stars on the ceiling, the floor, the walls, and the lamps in the room are little planets that cast a gorgeous light. The room is a standard size for Paris but the decor is so immersive and beautiful that you don’t need a bigger room. The room contained all the essentials (hairdryer, mirrors, safe, toiletries) and they quickly provided an iron and ironing board for us when we asked. They also looked after our luggage on the last day after checkout which meant we could enjoy the day out and about"
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or5-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"I booked this hotel for my partners 30th, with it being quirky I thought it would be perfect and by the photos I was so excited. With it being a surprise I was so looking forward to it.  When we got there they told us we had been upgraded which I think was a complete lie as if there are rooms worse than this one they really need to let people know. (Room 404) First impressions of the room were a wow as it has all the LED lighting and little star lights in the ceiling.  But as we started to unpack we found NOWHERE to hang clothes, only 2 hooks on the back of the bathroom door! Not ideal for me as I had dresses I wanted to hang up and wanted at least a draw to put my knickers and socks!! The room was tiny! I have never been to a hotel with no wardrobe OR draws??! The sink was"
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or10-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,Great place to stay Very close to moulin rouge  Easy access through public transport to other landmarks Went with my girlfriend and she was very pleased with the decoration in the room  Also had a hot tub which was great
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or10-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"Inspired boutique hotel very creatively designed and a winner if you love art and photography. Great location, friendly staff and good for couples. I liked the lighting and the black out curtains and large bed provided a great sleep! The breakfast was a bit simplistic for the price."
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or10-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"I love hotels with a theme. This hotel felt very much like the perfect hotel for teens and a bit futuristic. I loved the led lightning that was in the closet and bathroom. The overall lightning was really nice. The bathroom was also very nice, clean and modern.  Althogh, the guest that were stsying in the room on the floor over us threw cigarettes out their window that landed on our little ""porch"". Real nasty.  Another annoying thing was that the room key got deactivated 2-3 times. We got help and got a new keycard right away but still a problem that took time and was annoying.  The breakfast was also quite expensive if you compare it to what they had to offer to eat.  But we only bought breakfast one day on our stay so it didnt bother us way to much."
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or10-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"We stayed in a black double room. Room is nicely designed and bed was very comfortable. Pillows were too soft for our personal preference. Room was fairly clean when we arrived however very dusty on the units and the sink had yellow stains on it. Carpet unfortunately is very cheap and attracts dust very quickly making the room look dirty as soon as you walk on it. We had breakfast included which was €14Per day per person, personally we didn’t think this was worth it as we don’t eat meat. Wasn’t much options for vegetarians and we was subject to bread and Croissants everyday. I’m regards to the maintenance of the room we felt as though cleaners were very lazy and done bare minimum. We had to request that our bed was changed after 2 nights and the tea draw was not replenished. The"
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or10-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"We choose this hotel because it’s so different, the hotel is clean and tidy. Breakfast was included and was a great way to start the day. The staff here are very friendly and could not do enough for us. It’s only a two minute walk from the metro and has some great bars close by. It only takes about 15mins to get to the centre. We will definitely come back to this hotel. Thanks very much."
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or15-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"We booked this place through Hotels.com, when we arrived, the guy said he didn’t have a room & the only one open was a filthy room that smelled like vomit. We absolutely refused to lay on someone else’s bodily fluids. It was disgusting."
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or15-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"I stayed here as a solo travelled for 5 nights in September, I had a reflex room - it was bright modern and trendy. The hotel is in the monmarte district and in a lovely and quiet location. Front desk were lovely - thank you to Bouchra who was really accommodating and friendly!  Would recommend this hotel and would stay here again"
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or15-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"This hotel is a great choice in a quiet neighbourhood perfectly placed for anyone who loves to stroll around a City. Situated on a quiet back street the hotel has an unassuming frontage but inside is a quirky compact and uniquely styled boutique hotel. The team at the desk were all super helpful especially Bouchra who couldn't do enough to help. The hotel is 4 years old and as the decor is mainly black in need of a bit of a touch up and the room could have done with a deep clean in a few spots but towels, bedding, bathroom etc were spotless. It was so lovely to be able to wander out and be only a few minutes from the Sacre Coeur and dozens of amazing local bars, bistros and brasseries."
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or15-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"great room with lovely design!  very quiet, even rooms facing the street. .  Wonderful service with happy and friendly staff.  Very good location in paris with walking distance to for ex Montmartre.  We will gladly return."
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or15-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"'Is it that I'm THAT easily pleased?' I ask myself, but I really enjoyed our few days in Paris and I thought the Hotel in particular was a great base. I loved the photography theme - completely different to most hotels I've stayed in. I thought our room was a more than acceptable size, was comfortable and was clean. After all, how long do you actually spend in your room? The staff were helpful and friendly - they were more than happy to store our luggage as our flight meant an early(ish) morning arrival and gave us useful information for getting to places. The Metro was close and easily accessed. I enjoyed walking around the area and felt you got to see something of the 'real' Paris - not merely the bits aimed specifically at tourists. So, yes, you might encounter the odd"
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or20-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"Small boutique hotel, but good size room. Great bathroom. Even while on front of hotel room was quiet. Excellent bed. It's not somewhere to go if you want full service but that's covered in the price."
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or20-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,Was a bit upset to find no phone in the room upon arrival so he won't able to call the front desk for room service or anything really  would have to go down all the way to the front desk just to be able to ask something I thought he seem to not work every day would go out come back and not he just wouldn't work so would have to go all the way back down again just to get it sorted and that was for every night for the price it's good but I wouldn't recommend there is nothing on the website to say about a deposit when we got there we were told there was a £100 deposit that needed to be paid yet we had no information on this site or being told about that but luckily we actually got the money back when we left it seemed like small details were missed out as in your room service door
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or20-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,I liked the concept of the hotel and its decoration. Our room was very spacious. The round bed was fun and confortable. The room was clean but the bathroom was not in great shape. The AC was not working properly. The hotel is not sound proofed and you can hear a lot of noise from the room. Staff was nice and check-in/out was quick. I will probably not go back.
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or20-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"Checked in to celebrate the new year's eve in Paris, it's a decent hotel, with photography as its theme.   We stayed in a superior room which is the black and white room, it's too small, has wall problems, not suitable for a couple with a baby. There is a balcony, very dirty and there were cigarette butts all over. The bathroom is OK, the toiletries aren't enough for two people, and I noticed some spots on an unused towel.  Breakfast was okay, nothing fancy."
Hotel Declic,https://www.tripadvisor.in/Hotel_Review-g187147-d9463997-Reviews-or20-Hotel_Declic-Paris_Ile_de_France.html#REVIEWS,"The standard room is SUPER tiny! The windows of the standard room we got, are painted without curtains. Which means that there is no view unless you open the windows. If it’s cold then good luck... + people walk right by the windows, and can basically just jump in.  Breakfast is nothing special. Not worth the money.   We didn’t feel like this was a 4-star hotel..."
Hotel Felicien by Elegancia,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"I stayed in the Felicien hotel in Paris for the first time and I had to say I’ve been really surprised ! The spa is amazing, and private for a whole hour which make it such a nice experience. The room was really nice with a fancy style, the whole hotel is very nicely decorated. I took an hour of relaxing massage too which is good after a long day at work. Thanks to this amazing team who guide me to every step of my stay !"
Hotel Felicien by Elegancia,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"Had a one night stay here on a business trip to Paris. A very impressive chic hotel with decor to match. Very comfortable room (102) with street view. Hotel is spotless. For Paris the room size was a pleasant surprise, large double bed & plenty of room. Excellent shower that blows you away or wakes you up as needed! Very well appointed bedroom, with complimentary water, a chiller in wardrobe & allthe facilities you will need. Breakfast provided a very good range of continental offerings along with some hot food selections. Staff were very friendly, polite & helpful. The hotel has a small bar & a lrager area to relax in. It is an 'honesty' bar. One helps themselves & then complete a form as to what drinks are taken. This is then added to your bill. While I appreciate it is out of"
Hotel Felicien by Elegancia,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"My husband and I had a 3 nights stay at the Hotel Felicien in France. The hotel is nicely tucked in a very beautiful residential area. Nice continental breakfast in the morning. Clean hotel. Some of the decorations were a bit loud but was fixed with a room change. The manager, Paula was absolutely amazing. Very helpful to get around France for a non-speaker and taught me a bit of french too."
Hotel Felicien by Elegancia,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"We stayed here for a birthday weekend treat during a 3 week stay in Paris and booked the 2 story penthouse with the private roof deck and jacuzzi. It’s a hidden oasis staycation. Private, romantic with a staff that tries to accommodate you in every way. It even had an indoor pool which we didn’t use because of our hot tub and also a spa. What a dream that went beyond expectations. Market, great restaurants walking distance around hotel, perfect take out as well for picnics on the terrace."
Hotel Felicien by Elegancia,https://www.tripadvisor.in/https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"Very nice and clean hotel. Our room was very nice and cosy. The view from the balcony was gorgeous. Staff  were always kind, friendly and helped us out with every request. Also they have a beautiful SPA. I recommend this hotel"
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or{}-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"I stayed in the Felicien hotel in Paris for the first time and I had to say I’ve been really surprised ! The spa is amazing, and private for a whole hour which make it such a nice experience. The room was really nice with a fancy style, the whole hotel is very nicely decorated. I took an hour of relaxing massage too which is good after a long day at work. Thanks to this amazing team who guide me to every step of my stay !"
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or{}-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"Had a one night stay here on a business trip to Paris. A very impressive chic hotel with decor to match. Very comfortable room (102) with street view. Hotel is spotless. For Paris the room size was a pleasant surprise, large double bed & plenty of room. Excellent shower that blows you away or wakes you up as needed! Very well appointed bedroom, with complimentary water, a chiller in wardrobe & allthe facilities you will need. Breakfast provided a very good range of continental offerings along with some hot food selections. Staff were very friendly, polite & helpful. The hotel has a small bar & a lrager area to relax in. It is an 'honesty' bar. One helps themselves & then complete a form as to what drinks are taken. This is then added to your bill. While I appreciate it is out of"
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or{}-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"My husband and I had a 3 nights stay at the Hotel Felicien in France. The hotel is nicely tucked in a very beautiful residential area. Nice continental breakfast in the morning. Clean hotel. Some of the decorations were a bit loud but was fixed with a room change. The manager, Paula was absolutely amazing. Very helpful to get around France for a non-speaker and taught me a bit of french too."
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or{}-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"We stayed here for a birthday weekend treat during a 3 week stay in Paris and booked the 2 story penthouse with the private roof deck and jacuzzi. It’s a hidden oasis staycation. Private, romantic with a staff that tries to accommodate you in every way. It even had an indoor pool which we didn’t use because of our hot tub and also a spa. What a dream that went beyond expectations. Market, great restaurants walking distance around hotel, perfect take out as well for picnics on the terrace."
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or{}-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"Very nice and clean hotel. Our room was very nice and cosy. The view from the balcony was gorgeous. Staff  were always kind, friendly and helped us out with every request. Also they have a beautiful SPA. I recommend this hotel"
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or5-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"The staff were very helpful and friendly. It was very clean. Breakfast was traditional Parisian style. Small and intimate hotel. Always clean. Not in the hustle and bustle of main paris but only a 5 minute drive to the Eiffel Tower. Selection of room service food was disappointing, however Uber Eats is great! So it's a win win. Bar open 24 7 so cold drinks round the clock is a win win also. Local grocery shop around the corner for small snacks. Was sad to leave definitely recommend. Thanks for making my first time trip to Paris a nice experience."
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or5-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"We decided to choose the Felicien hotel for its location however pictures on their website look better than reality. Room is small and we were at level 3 ""ruby"", all red! You have to be ready with the color. Bathroom is not functional, very dark - you can't do a proper makeup. Room & bathroom were clean. Staff at the reception is professional and nice. I cannot say I had a bad experience, I think it is nice for one or 2 night but not a full stay in Paris."
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or5-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,Stayed here a couple of times. The staff is friendly and helpful. The hotel is clean and baths modern. Tubs are a bit deep for people with mobility problems (I sprained my ankle while in Paris). Breakfast is only ok. Better to just grab something at a nearby bakery. The location is good because it's close to 4 or 5 metro stops but it is a little out of the way for people that feel less comfortable taking public transit.
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or5-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,Beware! Warning! This hotel makes you sign a form for « police » and no other hotel in Paris has ever made this request.  This hotel is in the 16th. Nice quiet neighborhood.   The first impression will ruin your stay. We actually called police and they had no idea what we are talking about
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or5-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"Me and my friend went for the SPA, it was really nice, clean, have all the utilities needed . And it was very comfortable. Also the stuff where very friendly. It wont be the last time We would go there"
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or10-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"From the moment of arrival, we loved it! Matteo on the desk checked us in seamlessly! He advised us where to eat locally, and could not do enough for us! Later he informed me he was ""in-training"", which added to the experience, because he was an utmost professional throughout! He IS already a great asset to your chain! We also met Paloma, who is another great asset to you! Overall, a really lovely stay! Thank You!"
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or10-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"We booked a last minute trip to Paris when I was visiting my husband while he was working in Germany. We needed to change our hotel reservation by one night at the last minute and the staff was extremely accommodating, given the short notice on our part. We booked the “gourmet getaway” package and our room came with a bottle of wine, free breakfast and a voucher for a free meal in the city at a restaurant of our choice! They even decorated the bed with flower petals! Paloma was very helpful in getting us checked in and answered all of our questions. The breakfast buffet had a very nice spread and the overall atmosphere of the hotel is so fun and comfortable! 20 minute walk from the Eiffel Tower and very close to plenty of restaurants and cafes."
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or10-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"Located in a quiet street near a fashionable area close to the OECD, the hotel has had the attention of a bold decorator. Bright colours and thumping patterns make it visually memorable. The hotel is friendly enough but needs to master better  some of the basic skills such as calling taxis and ensuring that baths drain properly. Excellent location for a quiet stay. My experience may not be representative."
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or10-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"Very expensive for what is offered. Nice location in terms of access to the city however not too easy to walk downtown.  Small room with bathroom split in two (WC, shower). When going to the WC you should go through the main bedroom to wash your hands.  No area to sit and relax apart from a very small bar.  The SPA (or small swimming pool) is actually charged extra at 30 EUR. Breakfast with limited opportunities for choice (had saucage but no bacon)."
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or10-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"I highly recommend the Hotel Felicien in Paris!  Conveniently located within walking distance to both Roland Garros and also to the the Eiffel Tower area.  Contemporary, chic, and clean with terrific guest service!  Paloma was especially helpful at the front desk!  My 5 night stay there was absolutely wonderful!  I will definitely stay there again!"
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or15-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"Excellent and polite staff, good location of the hotel and very quiet area, comfortable room and bathroom and very good breakfast. The breakfast room is not so large, however there is possibility to have breakfast in its own room."
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or15-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"We booked the room with the jacuzzi on the rooftop and we had by chance a lovely weather  A private terrace just for us !! The breakfast is just amazing, you can not even compare it with breakfasts in others hotels  The staff is friendly and helpful  We didn’t enjoyed the spa but it seems to be a intime and romantic place"
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or15-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"The breakfast is very expensive , it should be included with the room fair, the staff is surprised every time we ask for something missing from the room. the staff should be more welcoming and ask the guest if they need anything. in brief; the customer service is not at a global level"
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or15-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,Lovely stuff . Mostly I liked the Spa .  It’s not very far from Eiffel Tower and other places you can visit. The breakfest is very tasty and you have a lot of choises . It was a very pacefull vacantion .
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or15-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"Great place to visit. It is a place where technology is open for all. Technology has become a major role in our life. So, technical things are smartly developed in here. In this place we know the oldest technology things."
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or20-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"Please do not book this hotel. Avoid at any cost unless you are being chased by Zombies in Paris. Rooms are old and tired. The swimming pool is shut for maintenance. Staff are very French, and provide little or no service. If you have to book this hotel due to friend or colleagues pressuring you, do not fall for the hot tub. The hot tub on the roof, its open to the elements and to most of the neighbourhood. The hotel rooms are very close to the other neighbours, you can see them cook in the evenings.   There are no decent restaurants in the area. The breakfast is basic, looks good, taste bad. I know, its Paris but yes they found a way to source bad food in France."
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or20-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,A beautiful boutique hotel in a quiet location off the main street. The hotel reception staff was very welcoming and professional and always very helpful with any of my requests.   The rooms are very comfortable and the lobby/bar a nice area to have a business meeting or to simply relax.  I have decided to make that property my home away place when visiting Paris.
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or20-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"It was the first time for us in Paris and the team from Felicien made their best to make our stay a wonderful memory  They helped us with directions, restaurants and places to visit  The hotel design is original and the bar concept is a good and original idea also! Breakfast in the room it's perfect to start a new day in Paris.. Thank you for everything and see you soon all"
Hotel Felicien by Elegancia,https://www.tripadvisor.in/Hotel_Review-g187147-d4107097-Reviews-or20-Hotel_Felicien_by_Elegancia-Paris_Ile_de_France.html#REVIEWS,"We had such a nice stay, the services were great. It’s very well located, u can get anywhere from there. The stuff were very helpful and made the stay even better. over all it was a great stay, I totally recomend it."
